text,true_label_id,pred_label_id,true_emotion,pred_emotion
original product with good service but din age order disilam price ektu beshi silo,0,0,Happy,Happy
picture quality motion flow process নয আম satisfied sound quality is out of after connecting with my sound system is much better than my previous mi tv but viewing more angle picture quality become faded,0,0,Happy,Happy
good product pickaboo service is also good,0,0,Happy,Happy
good product seller er bebohar khub bhalo highly recommended,0,0,Happy,Happy
gooddelivered in timeprice also reasonable,1,0,Love,Happy
quality is not bad delivery is fast,0,0,Happy,Happy
very good products tnq seller daraz,0,1,Happy,Love
not bad but water test not good seller not properly say warrenty service or full warrenty otherwise good product this price range moderator electric item bd,3,2,Fear,Sadness
good product,0,0,Happy,Happy
what a watch thank you pickaboo,1,1,Love,Love
bad quality also t isnt torx and its useless,2,4,Sadness,Anger
alhumdullilah very much satisfied authentic product,1,1,Love,Love
good cable and its original too,0,1,Happy,Love
good product,1,0,Love,Happy
alhamdulillah product and delivery system duitoy valo use kore satisfied dhakar baire hoyate installing aa problm hoyesilo and install j assilo aha dokkho cilo nah akdomi,0,0,Happy,Happy
good quality thanks daraz,0,0,Happy,Happy
its good,1,0,Love,Happy
sound quality and battery backup so good,0,0,Happy,Happy
product to paiseakhn installation ar jonno to chat ar reply e dey na,2,2,Sadness,Sadness
good product but one of the belt keeps detaching have to fix many times recommended,2,0,Sadness,Happy
very satisfied thank you the product is great in all aspects the assembly is very good the price is very good and the big screen can be shot,0,0,Happy,Happy
top notch,0,1,Happy,Love
good quality thank you,0,0,Happy,Happy
after drawning into water camera damaged,2,2,Sadness,Sadness
very good shampoo made by uniliver bangladesh shampoo jar cap khauya cilo should be taken care more carefully,3,1,Fear,Love
very good product thanks for daraz and sellers,1,1,Love,Love
good quality honey satisfied,0,1,Happy,Love
got everything in good condition and all the products are awesome,0,0,Happy,Happy
good product fast delivery,0,0,Happy,Happy
good product,0,0,Happy,Happy
delivery is late but received in good condition,0,0,Happy,Happy
it was perfect with reasonable price,0,0,Happy,Happy
very good quality,1,1,Love,Love
recieved the product in good condition and its running perfectly,0,0,Happy,Happy
very good quality,1,1,Love,Love
nice i am so happy thanks daraz n seller man,0,0,Happy,Happy
good but price high,0,0,Happy,Happy
soup ta use korate amar meyer skin e choto choto gota uthe geche,2,2,Sadness,Sadness
product is looking good and manufactured most recenty,1,0,Love,Happy
আসধরন highly recommend,1,1,Love,Love
good service,1,0,Love,Happy
good product i liked it very much,0,1,Happy,Love
the biscuits was destroyed in the package,2,2,Sadness,Sadness
well packed and fast servicethanks,0,0,Happy,Happy
at this price range this tv good enough seller is good recommended but sounds could be better but overall good tv,0,0,Happy,Happy
good quality thanks for daraz,0,0,Happy,Happy
product was satisfying and have got it before the delivery date but the packaging could have been better overall worth buying,0,0,Happy,Happy
product ta original packet er pichone qr code scan kore dekhte parensound o motamuti valoiekdom best o nanite paren,1,0,Love,Happy
good product,0,0,Happy,Happy
expected little more but still satisfied enough at this price seller response was good overall,0,0,Happy,Happy
nice much satisfied exactly same as the one i ordered feel free to add to your collection as well,0,0,Happy,Happy
nc products,1,0,Love,Happy
though its a late review but it was an excellent book and the packaging was nicely done,0,0,Happy,Happy
the packaging was great and it came with two mirror and two glass rain protectors the installation was done after cleaning all the mirrors and glasses recommended,0,0,Happy,Happy
i bought bags from this page this bags are really pretty and fabric was also fine chain tao nice chilo weak na recommend,0,0,Happy,Happy
thanks for original product,0,0,Happy,Happy
overall everything is fine i recommend that anyone can buy it with confidence thanks so much seller and daraz,0,0,Happy,Happy
nice watch good look price is high as per the quality,0,1,Happy,Love
its good but sometimes the tuning e problem hoy,2,0,Sadness,Happy
it good in condition,0,0,Happy,Happy
if budget around k then it best deal for buying,0,0,Happy,Happy
nice packing product is also very good recommended,0,0,Happy,Happy
good book print and quality is good as compaired to the price,0,0,Happy,Happy
overall it is a good product but there is no branding on the cable only a velcrow tap attached,0,0,Happy,Happy
score out of,0,0,Happy,Happy
sound quality average,0,0,Happy,Happy
it looks solid price could be a little less other it goods look and price worthy,0,0,Happy,Happy
not good at all not recommended,3,2,Fear,Sadness
very poor quality potato size is very small never buy again,2,2,Sadness,Sadness
great product enjoyed,1,1,Love,Love
product quality is good satisfied,0,1,Happy,Love
st time daraz theke order diyechialhumdhulillah product onak valojemon chaisi temon e chilo,0,0,Happy,Happy
dam hisabe chole,0,0,Happy,Happy
satisfied and recommended,0,1,Happy,Love
received on time the quality is very good,0,0,Happy,Happy
sob thik ace packing thik cilo dosh ponero din valoi chollo but kal theke display te chikon duita white dag show kortece r logor niche kemon jeno ekta abcha abcha logo lafacche kharap lagtece bisoy taplease solve my problem,2,2,Sadness,Sadness
price hisebe best product,1,1,Love,Love
outstanding product,1,1,Love,Love
very fast delivery i got the product within hrs pm pm hopefully service will be good,0,0,Happy,Happy
good product,1,0,Love,Happy
good product,0,0,Happy,Happy
thank youjemon chayeci temon e payeci,0,0,Happy,Happy
original product smell good recommended,1,1,Love,Love
din jabot use kortechi khuv valo service diteche charging quality amp sound quality sob miliye khubi valo anc ta to valo kaj kore kotha bolar somoy thanks pickaboo,0,0,Happy,Happy
thank you pickaboo for giving me original genuine product,0,0,Happy,Happy
fantastic watchanyone can take it without any doutthe product is same as its shown in the photos,0,0,Happy,Happy
i am satisfy this product the watch is very good,1,1,Love,Love
excellent finishing recommended,0,1,Happy,Love
same to picture,0,1,Happy,Love
not expected it looks good but the tuning quality is not good,2,2,Sadness,Sadness
good according to the price range but it seemed bigger in the photosits kinda small in realitybut overall satisfied,0,0,Happy,Happy
quite good for the price product was exactly same as the picture,0,0,Happy,Happy
packing is too poor expected better product packing,4,2,Anger,Sadness
perfect,1,1,Love,Love
bhalo but soto,0,2,Happy,Sadness
product is goodi like itthanks to seller,0,0,Happy,Happy
i am very pleased i received earlier thank you very much while the clock works to the seller,0,0,Happy,Happy
price hisebe thik ace,0,0,Happy,Happy
good product,1,0,Love,Happy
working fine,0,0,Happy,Happy
ghori tik ace bt time cng hoi na i mean ghorir time ta nostomeramot korte hobei cant expect this,2,2,Sadness,Sadness
delivery man er bebohar khub valo chilo,0,0,Happy,Happy
very good product received in good condition and on time camera can move three sixty degree and it has infrared light which help it to monitor on dark resolution is good very easy to setup price is very good for an ip camera camera has internal storage facility and also has cloud storage service and first month fee is discounted to out of it has build in microphone and speaker which help it to monitor sound and speak through it only downside it is can only used in indoor,1,0,Love,Happy
it is best on this prize,0,1,Happy,Love
good to use though it is small,0,0,Happy,Happy
i bought this product at low price the price was lower than the local market thats why bought this product,0,0,Happy,Happy
very pleased with this excellent product and the packaging was also commendable,0,1,Happy,Love
product was very nice took days to reach packaging was awesome thank you louiswill,1,0,Love,Happy
product is fine if we consider the price,0,0,Happy,Happy
its really a amazing chess board,0,1,Happy,Love
jinis valo bt over price colour baby pink moyla pore jbe,0,2,Happy,Sadness
nice product satisfied,1,1,Love,Love
product is very good and very comfortable delivery was very fast it is perfect for any pregnant woman very very thanks daraz to always give me a good product,0,0,Happy,Happy
perfect,1,1,Love,Love
got the exact product that was shown in the picture kept it along with my another blue jdm legend skyline r,0,0,Happy,Happy
not bad considering the price,0,0,Happy,Happy
considering the cost the performance is quite impressive better than i expected it to be,0,0,Happy,Happy
i am really impressed,1,1,Love,Love
good products,0,0,Happy,Happy
quality is good,1,0,Love,Happy
high quality same as picture recommended,1,0,Love,Happy
very good product,1,1,Love,Love
average product quality good packaging product is the same one shown in the pictures,0,0,Happy,Happy
i havent got any invoice from singer also havent got warranty card please send me warranty card as early as you can thank you,2,0,Sadness,Happy
quality good same as pic faster delivery satisfied for this product,0,0,Happy,Happy
very good price value for money,1,1,Love,Love
it is definitely original i love the color the size the material i can wear it with different clothes and matches everything its definitely a great purchase and a perfect gift for any girl,0,0,Happy,Happy
thanks a lot,0,0,Happy,Happy
beautiful product good value for money,0,1,Happy,Love
very good qualitythe buttons and sticks are very smooth and clicky as wellim satisfied with the product and have to say at this price point this a good choice,1,0,Love,Happy
day delivery peyeci meyad o ace free soho kom damei peyeci,0,0,Happy,Happy
delivery charge high collection point o tk voucher e tk kg r ki chai thank you seller for voucher,0,0,Happy,Happy
very nice and good product thanks daraz and daraz seller and daraz delivery point,0,0,Happy,Happy
product packaging was good among one was side tab khaoa both was colour blue i ordered but send me one red and one blue colour received yesterday but chul onk chire jacche use krar somoy not satisfied,4,2,Anger,Sadness
its good,1,0,Love,Happy
internal pipe was leak and there was no gas inside the ac so i had to spend extra money to repair it,2,2,Sadness,Sadness
this product is really amazing im glad to received this product its so cutes nyc hebby girl hand watch i like it with extra battery squre drive adujusrmenter aslo available by this product but delivery is too late thats boring,0,0,Happy,Happy
thank you daraz electro world corporation for fast delivery and well packaging of the ac,0,0,Happy,Happy
product quality good,0,0,Happy,Happy
so far this shop is trusted naviforce er ekta watch order korechilm year ekhno notun tai eta order diyechilm thik chobir motoi chilo,0,0,Happy,Happy
good product recommend,1,0,Love,Happy
value for money product,1,0,Love,Happy
very small,2,2,Sadness,Sadness
delivery pete jodio ektu somoy lagsebut ghori ta valopricing o thik thak achesame ei ghori onno shob shop e onk beshi damekhane thik ache,0,0,Happy,Happy
thankyou,0,0,Happy,Happy
point deduct as product have dust over train other then it is ok,0,2,Happy,Sadness
it was good,0,0,Happy,Happy
its obviously a good deal in this price delivery was fast well packed im very glad due to frame less design picture quality is good enough but the opening animation is too slow overall im satisfied till now lets see how many days it serves,0,0,Happy,Happy
big size and best at this price,1,1,Love,Love
it is very good product,1,1,Love,Love
plz try to give perfect items to the customeri am really upset thats why i return this goods,2,2,Sadness,Sadness
this was the best deal so far i got it with a really huge discount and the quality is up to the standerd,0,0,Happy,Happy
original product tnx seller,0,1,Happy,Love
products valo acha but one item missing chilo kew nita chaile nete paren,1,0,Love,Happy
just wow productsfragnence onek valo,1,1,Love,Love
delivery was good and intact product thank,0,0,Happy,Happy
thanks,0,0,Happy,Happy
not much good this colour is dull,2,2,Sadness,Sadness
i love it so much so cute picture so cool,1,1,Love,Love
good product thanks,0,0,Happy,Happy
good products in this price rangei am fully satisfied,0,0,Happy,Happy
very good service thanks daraz,1,1,Love,Love
ruti burn hoy easilyvalo lage ni tai return krechi,2,2,Sadness,Sadness
thank you very much,0,1,Happy,Love
mashaallah besh valoi product taa daraz theke bar product kine thoke silam tai reply dei nai valoi use hoche,0,0,Happy,Happy
ordered several times as always good,0,0,Happy,Happy
this is a good product,1,1,Love,Love
got the same product thanks,0,1,Happy,Love
over all is good taka hisabe vlo ase,0,0,Happy,Happy
amazing service just wonderful got the product on time full fresh with intake box,0,1,Happy,Love
overall satisfied great product thanks everyone,0,1,Happy,Love
quality of the product is fantastic and the delivery was so quick in the same day,1,0,Love,Happy
product valo apnara nita paran akta eno gift daw ahoisapackaging valo celodelivery thik time a paise,0,0,Happy,Happy
fast delivery it was covered in some kind of grease other than that quality is good enough for the price,0,0,Happy,Happy
seller rider packaging no damage delivery time days fan quality batas pakhar mtoi batas but good looking,0,0,Happy,Happy
only one day i have used sound quality so good i hope i can use it for a lng days,0,0,Happy,Happy
fast delivery and good condition,1,0,Love,Happy
this is very helpful poor quality and light i didnt use it at all looks like a toy of kids if i use it may flip never buy for cooking dont know how to return it wish i could i just left it in box,2,2,Sadness,Sadness
black color fades after washing,2,2,Sadness,Sadness
nice product used it and found the authentic taste thnkas for free product with free delivery,0,0,Happy,Happy
this product is very good sound quality is good and video quality is amazing i watched the k video and finally i have had the pleasure of using this product such a beautiful product for a low price thank you daraz,0,0,Happy,Happy
its good and packaging was good too but the tool for reducing the watch size does not work,0,0,Happy,Happy
received within very short time thanks,0,0,Happy,Happy
will receive so soon packaging will be so good didnt expected highly recommended,0,0,Happy,Happy
this football socks are enough longer and i got much better than i expected thankyou ts sports and thankyou daraz,0,0,Happy,Happy
original product,1,1,Love,Love
perfect got the exact product as ordered thanks,0,1,Happy,Love
glass actu cholta uthano chilo but its ok,0,0,Happy,Happy
fast delivery thank you daraz,0,1,Happy,Love
good product really,0,0,Happy,Happy
nice product its so soft and comfortable though not the fabric design i mentioned to send overall its a nice and useful product thank you so much seller for the good service,0,0,Happy,Happy
loved it,1,1,Love,Love
same as picture happy with the price,0,0,Happy,Happy
they give me broken box intentionally seller very bad,2,4,Sadness,Anger
thanks,0,0,Happy,Happy
got the delivery of the product within hours now waiting for a speedy installation thanks,0,0,Happy,Happy
overall sob e thik thak silo but asanurup speed silo na,0,0,Happy,Happy
product was very good,1,1,Love,Love
nice watch,1,1,Love,Love
amazing experience so far anc transparent mode are working nicely battery backup is also up to the mark if there is a way of controlling volume that would be great,0,1,Happy,Love
thnx to seller and daraz for give a good quality bedahaeet,0,0,Happy,Happy
awesome product according to this price,1,1,Love,Love
good package items received in good condition,0,0,Happy,Happy
nice product anyone can buy it without confusion,0,0,Happy,Happy
nice product picture and product are exactly same thank you so much,0,0,Happy,Happy
good sound quality,0,0,Happy,Happy
received the product well packed no complains recommended,0,0,Happy,Happy
good products recommended,0,0,Happy,Happy
very good product at this price i am satisfied,1,1,Love,Love
product received in good condition a good deal looks premium,0,0,Happy,Happy
fot the st time i bought a worst quality product from daraz definitely i wouldnt recommend it to anyone,4,4,Anger,Anger
unbelievable beautiful packaging and super fast deliverythanks to daraz platform and curren,0,0,Happy,Happy
very poor quality fabric print and sewing worst,0,2,Happy,Sadness
its so beautiful satisfied,1,1,Love,Love
i am so happy i am in love with these i highly recommend onek easy and i also got pieces thanks,0,0,Happy,Happy
product was original,1,1,Love,Love
same as picture thank you daraz,0,1,Happy,Love
i have bought many products from daraz and i was very satisfied with their service but for the first time i am facing this kind of disappointment i ordered rainproof film but they just provide this shityy mobile cover,2,0,Sadness,Happy
authentic real samsung product,0,1,Happy,Love
very good product,1,1,Love,Love
first day strat start smoothly thanks to seller for providing the right product as well as thanks to daraz,0,0,Happy,Happy
ei dame thik ache sobai nite paren,0,0,Happy,Happy
its all right godinnik is super went to ukraine for types nadijno packed uncle,0,0,Happy,Happy
genuine productgood qualityfully satisfied,1,1,Love,Love
thank you daraz for providing the right product the product is good you can also take it,0,0,Happy,Happy
excellent branded product,1,1,Love,Love
good product satisfied,0,1,Happy,Love
good product first deliverythank u dharaz mall,0,0,Happy,Happy
good quality and super fast delivery,1,0,Love,Happy
nice product and quickly delivered it has amazing features that i have want thank you pickaboo,0,0,Happy,Happy
good packaging seller is goodthanks to daraz,0,0,Happy,Happy
its really good,0,1,Happy,Love
khubi valo quality er jinis ta but onek kom quantity for the price,2,0,Sadness,Happy
original product deoar jonno many many thanks,1,1,Love,Love
very good product thanks daraz,1,1,Love,Love
as same as picture totally satisfied with the product and that thank you message and gifts was very sweet your most welcome,0,0,Happy,Happy
the quality is good vendor is good authentic product,0,0,Happy,Happy
product quality genuine but help line service khub jogonno delivery team er kono information dite pare na delivery urgent chawa hoisilo takar product er jonno help line e taka khoroj kotha bolehepline er toll free kora dorkar help line theke kono solution dite pare na urgent service er jonno ekadik ber request koreo,2,2,Sadness,Sadness
awesome and more effective,0,1,Happy,Love
not the best working without any issues but run time is around hours expected much less than that,2,2,Sadness,Sadness
its working great i am using it as a tv chromecast display pc display and also as for my ps it does not support k but at this price point it is expected kudos to the seller and daraz for delivering it to me in less than hours great job,0,0,Happy,Happy
received it perfectly fineminimal and suits for decoration perfectly finergb also works properlycolor changes via breathing modei am really satisfied with the item and the sellerdelivery rider was also very humble,0,0,Happy,Happy
good product,0,0,Happy,Happy
products good apnara nite paren,0,0,Happy,Happy
i ordered black one but seller sent me the pink one but the product is good in quality,0,2,Happy,Sadness
very good perfect,1,1,Love,Love
the product was great and intact but the chess pieces were a bit smaller than i expected,0,0,Happy,Happy
good read and write speed i got mbps highest write speed and the average speed is mbps,0,0,Happy,Happy
didnt fit so i returned it they gave it back to me so i had to buy another attachment so it could fit,0,2,Happy,Sadness
good product,1,0,Love,Happy
product thik chilo,1,0,Love,Happy
good quality,0,0,Happy,Happy
very good quality product price is unbelievably low good investment for my house,1,1,Love,Love
thank you,0,0,Happy,Happy
thank you thank you daraj for providing such good service it was very good,0,0,Happy,Happy
packing product,1,0,Love,Happy
order dark brown pocket each side delivery black pocket each side total different low quality product wants return,4,2,Anger,Sadness
অনক refreshing,1,1,Love,Love
small but its okay,0,0,Happy,Happy
watch quality dam hisabe valo mone holo baki ta bebohar er por buja jabe ei dame product ta nile kew tokbe na mone hoi,0,0,Happy,Happy
great cooker small cute snd lovely good quality quick delivery thanks to seller and daraz all through stars,0,0,Happy,Happy
accurate sound quality thank you pickaboo for delivering the original product within the shortest timeline,0,0,Happy,Happy
very very fast delivery product is good thanks pickaboo,0,0,Happy,Happy
its good,1,0,Love,Happy
good deal at tk,0,0,Happy,Happy
really beautiful and so fast delivery,0,1,Happy,Love
nice looking,1,1,Love,Love
great,1,1,Love,Love
belt diapers are better than a pant diaper highly recommended for new parents seller is good,0,0,Happy,Happy
i found the watch belt lock lose or broken but the watch is so beautiful plz next time take care of this,4,2,Anger,Sadness
good quality in reasonable price,0,0,Happy,Happy
love this bag its the perfect size it holds all of my necessities and more,0,0,Happy,Happy
jeita chaise oitai paise orginal product e paise indian cream vabsleam fake asbe,0,2,Happy,Sadness
so far great performance within this price range the battery backup is especially amazing,0,0,Happy,Happy
low quality,4,2,Anger,Sadness
the chain was twisted,2,2,Sadness,Sadness
good product thaanks daraz and seller,0,0,Happy,Happy
i personally loved the product i would surely recommend this to all of you my experience was amazing,0,1,Happy,Love
best productsi love this,1,1,Love,Love
everything was perfect fast delivery thanks seller and pickaboo,1,0,Love,Happy
not good a few of was rotten or damaged it may be my unavailability at first attempt at home so they delivered next day,2,2,Sadness,Sadness
dolna tah sudhu pechaya jay but overall good build quality is stronger sobai niteh paren,0,0,Happy,Happy
nice tshirt j colour order korechi same colour peyechi tshirt er maan khub valo onek aramdayok kapor price onupate product quality awesome apnara chaile nite paren delivery man also good,0,0,Happy,Happy
excellent product will rate this product,1,1,Love,Love
according to the price product is good and fast delivery service,0,0,Happy,Happy
original product e mone hocche use kore valo result e peyechi offline er tulonay dam tao kom recommended,3,0,Fear,Happy
joss ekta productsobaike recommend korbo eita newar jonnoonnanno takar fan na niye eita nenamar khubi valo lagsejothesto batashr charge o besh onkkhon thaker torch light tar onk powerbut batasher level control kora gele valo hoito arobut its okr seller er bebohar o onk beshi valotai star rating dilam,1,0,Love,Happy
its good for casual day out,1,0,Love,Happy
thanks,0,0,Happy,Happy
the keyboard is larger than it seems excellent quality,1,0,Love,Happy
fully satisfied with product seller services,0,1,Happy,Love
too small too poor quality,4,2,Anger,Sadness
very good product with cheap rate,0,1,Happy,Love
not enough shelf life oldest product from stock sorry dmart expected better services,2,2,Sadness,Sadness
battery quality is so goodthanks to the seller,0,0,Happy,Happy
yeah the xl size was quite good the quality of shirt worth it comfortable to wear and color is so good and yeah im satisfied,0,0,Happy,Happy
original and authentic product seller gave the warranty card also though is not that much powerful but serves the purpose,0,0,Happy,Happy
got all the soaps nice and intact good service,1,0,Love,Happy
ekta product diye tar price rekheche cheater,4,0,Anger,Happy
you have given me wrong product product quality is very bad,4,4,Anger,Anger
havent used yet feels a bit pricey for ml lets see if its as effective as they have advertised,0,0,Happy,Happy
bhai aita purchase korar din porjonto khub bhalo choltasilo but din por jokhon battery charge shes hote shuru kore tokhon battery charge dite gia dekhte pai je tara je charger diyeche ta purai nostotai baddho hoye products ta return koira disitai amar suggestions holo jodi apnar kase charger thake battery charge deoar jonno taile purchase koiren otherwise aita kine shudhui nijer kosto barabenar ai shop ar products jara kinse tader onekeroi theke dekhsi je charger kaj kore now all depends on you,3,4,Fear,Anger
perfect product really its looking good,1,1,Love,Love
very good recommend to buy,0,1,Happy,Love
ive purchased it product was original and im satisfied thanks pickaboo,0,0,Happy,Happy
onk best ekta quality onk heavy acey tobe delivery pete late hoicey overall perfect,1,1,Love,Love
great quality,0,1,Happy,Love
storage only gb not satisfied,2,2,Sadness,Sadness
amazing product,1,1,Love,Love
its exactly the same and i love it very much,1,1,Love,Love
as good as seems like packaging also good thanks for the service and product,0,0,Happy,Happy
still buying and awesome,1,1,Love,Love
bought at bdt cheaper than the market price good packaging nice condition few small potatoes though,0,0,Happy,Happy
products are good,0,0,Happy,Happy
many beautiful and quality thanks to daraj,0,0,Happy,Happy
same as pic and satisfied you can buy for your kids who like daba,0,0,Happy,Happy
this way really nice onei love it,0,1,Happy,Love
soft and comfortable quality was good enough according to the price nose portion couldve been better hence four star,0,0,Happy,Happy
thanks to the seller the product is exactly as described everyone can take,0,0,Happy,Happy
very tiny cute toy cng didnt expect such small size toy with this high prize,0,0,Happy,Happy
khub vhalo must recommend,0,1,Happy,Love
the product is so good and cheap,0,1,Happy,Love
খবই ভল product made in china desined by natherlands,1,0,Love,Happy
good product fast delivery well behaviour,0,0,Happy,Happy
a very good product in a minimum budget,1,1,Love,Love
this was money well spent,0,0,Happy,Happy
this product is original as i hope and the smell uff what i say awesome mine batch is automiser cap is deep blue its really dark or some kind of black all ok batch code everything is ok but i saw on youtube the cap has armaf mark but my one the cap is new i dont know that,0,0,Happy,Happy
beautiful update battery died after just months cheap brand without warranty,4,0,Anger,Happy
my wife liked it very much i also think its a pretty watch,0,0,Happy,Happy
bujhlam na amon sound kno amar guitar tune korle onek misty sound hoy but ai prothome kom dami string laganor por kmn jani sound ta,2,2,Sadness,Sadness
that was goodand original,1,1,Love,Love
appreciate the attempt to create a bangla social deduction game the game needs minimum people to play and gets more interesting with more people characters have additional powers to make the game more interesting,0,0,Happy,Happy
the tv is amazing and with this price it is the best deal advice for all to take with this deal android licemsed super fast good sound good picture,0,0,Happy,Happy
good product thanks seller,0,0,Happy,Happy
nice color and outlook,0,0,Happy,Happy
good overall no complains fast delivery thank you seller,0,0,Happy,Happy
the book is actually amazing loved the quality as well,1,1,Love,Love
good product thanks seller and daraz,0,0,Happy,Happy
thank you for this offera great deal for usthanks,1,0,Love,Happy
damn im in love with it genuine productrecommended,0,1,Happy,Love
i literally loved it amazing products special thanks to khatakhori for making unique products thanks daraz for the fastest delivery,0,0,Happy,Happy
took me back to my childhood,0,0,Happy,Happy
totally fraudthat was built by alumaniumcheater normal silver used on this,4,2,Anger,Sadness
thank you daraz excellent product,1,1,Love,Love
quality stitching ensures durability,0,0,Happy,Happy
just wow it tooks days to reach work so smooth and perfect thanks to seller,1,0,Love,Happy
original curren analog and calendar watch women high quality great money very worth the money show,0,0,Happy,Happy
nice products recommendedit,0,0,Happy,Happy
recently i was looking for a laptop for my daily tasks and i found sigma at first i was a little bit worried about the quality i have compared my purchase with other brands i found sigma is quite affordable than other brands in terms of specifications later i ordered the sigma core i variant qbits sigma laptop delivered within hours in my personal opinion this laptop is perfect for students it combines affordability with top quality i am thrilled with my purchase and qbits commitment to new products they even included a highquality backpack as a gift thank you qbits for your exceptional service,0,0,Happy,Happy
not bad at all,0,0,Happy,Happy
i just want to say its nice by considering the price delivery installation support also good need to more concentration about delivery time not more than days,0,0,Happy,Happy
brought several times its good,0,0,Happy,Happy
this product is bad,4,4,Anger,Anger
in fact i have nothing to say so many good watches and brand watches for such a low price i am very happy,0,0,Happy,Happy
good sound quality and compact design,0,0,Happy,Happy
perfect everything was perfect product seller installation service and deliver time all performance recommend,1,1,Love,Love
very beautiful and glossy fnish tiny size and bearable everywhere without any problem so niceiam happy সবই নত পরন,0,0,Happy,Happy
this time all good quality weight packaging delivery all are ok btw found are not of good quality stil star recommended,0,0,Happy,Happy
recommended,0,0,Happy,Happy
really fascinating,0,1,Happy,Love
smooth useful recommended,0,0,Happy,Happy
thanks for the honey hope its a good one,0,0,Happy,Happy
awesome product,1,1,Love,Love
good qualityi like itrecommended,0,0,Happy,Happy
good products thanks daraz,0,0,Happy,Happy
the product was so poori wasted my taka,2,2,Sadness,Sadness
service good rider,0,0,Happy,Happy
alhamdulillah best products good quality thanks_daraz_family,0,1,Happy,Love
good product thanks pickaboo related shop,1,0,Love,Happy
motamuti valosame as picture hoyni tobuo chole,2,0,Sadness,Happy
good product,0,0,Happy,Happy
fast delivery thanks a lot,0,0,Happy,Happy
alhamdulillah very good product,0,1,Happy,Love
got everything right good quality,1,0,Love,Happy
vasline thik thak cilo,1,0,Love,Happy
got my parcel and its real product not fake i really love it,1,0,Love,Happy
product ta valoi ache mone hocce,0,0,Happy,Happy
product is fine,1,1,Love,Love
good item fast transaction thanks,1,0,Love,Happy
good product and fast delivery,0,0,Happy,Happy
good productim satisfiedthank you,1,1,Love,Love
good product,0,0,Happy,Happy
good products,1,0,Love,Happy
very poor quality fabric print and sewing worst,2,2,Sadness,Sadness
alhamdulillah jinis mota moti coto family r jonno valoi kintu seller delivery dicey order deoyar din por jinis paici order deoyar days a tarporo thanks,0,0,Happy,Happy
product ta valo daktay onek cute and small i like it thanks vhia and daraz team members,0,0,Happy,Happy
i arrive fast and in perfect condition i recommend,1,0,Love,Happy
thanks for gift,0,0,Happy,Happy
its very pretty market price tk kintu ekhane tky kinechikhub e sundor dekhte kew chaile nite paren thank you,0,0,Happy,Happy
this is good tv enjoying,0,1,Happy,Love
absolutely perfecttt i love it thank you so so much the colour is so prettyyy and it works pretty well too,1,1,Love,Love
onk sundor hoise packing o khub valo silo thanks seller k ato sundor akta watch dewar jonno,0,1,Happy,Love
great product super recommend,1,1,Love,Love
high speed air,0,0,Happy,Happy
good phone good service from seller,0,0,Happy,Happy
yess really happy for this watch,0,1,Happy,Love
amar package ene diyechen maybe kawsar bhai unar name zai hok bhai khub bhalo service pocket khali chilo nahole bhaiyar jonyo ekta cool drinks niye zetam rastayhe is an honest delivery brother,0,0,Happy,Happy
the model is working properly i hope it can fill my needs and thanks to the seller for their first response,0,0,Happy,Happy
bag ta asolei onek sundoramr onek pochondo hoicheythanks daraz ato sundor bag ki pathanor jonno,0,0,Happy,Happy
good product,0,0,Happy,Happy
orginal products,0,1,Happy,Love
khub valoshort time delivery thank you sailor daraz,0,1,Happy,Love
ta products e valo peyechi sob gulu first delivery diyeche daraz,0,0,Happy,Happy
gooddiscount diye tk porseseller is also good tai chain thakbe vitore kono pocket nai thanks daraz goodsame as shown,0,0,Happy,Happy
good packaging best product in cheap rate,1,0,Love,Happy
genuine product low price recommend it for others,0,1,Happy,Love
thanks received product successful,0,0,Happy,Happy
very good product,1,1,Love,Love
good behavior of seller,0,0,Happy,Happy
অনক ভল and i love it,1,1,Love,Love
authentic product thanks seller and pickaboo for your good services happy shopping once again,0,0,Happy,Happy
valo product plam ami happy,0,1,Happy,Love
very bad balar prodackt very small card,4,4,Anger,Anger
received in good condition,1,0,Love,Happy
quality ensure i was doubt about short expire date but its ok,0,0,Happy,Happy
good product,0,0,Happy,Happy
khub sundor ekta product thik jemon ta ceye ci temon thh peye ci,0,1,Happy,Love
product quality was quite satisfied got it on time recommended to everyone,0,0,Happy,Happy
authentic products recommend seller,1,0,Love,Happy
the product is stylish and durable it also comes with a mini bag highly recommended this product,0,0,Happy,Happy
good quality product but initially delivered with a defect the plastic nutgear on which the glass plate was of another model therefore could not be used had to carry the woven to stadium market at their sevice center they provided the right gear and since then using it with very good performance but had to go through extreme hassle,3,0,Fear,Happy
orginal product thanks to seller,0,1,Happy,Love
nice product and fast delivery,0,0,Happy,Happy
balo na chage backup khub komar left ta chatje hoy na,2,2,Sadness,Sadness
amazing really nic,1,1,Love,Love
this product was original and delivary process was awesome,0,1,Happy,Love
bhai ki bolbo just awsome ar aita onek powerful review dite jodio time lagalam apnara sobai kinte paren ar ha sellar onek valo and antorik thanks daraz and seller,1,0,Love,Happy
quality is topnotch fully satisfied with the qualityloved it,1,1,Love,Love
neckband is ok but there was no red club authenticity card so i cant be sure if its original or not i assume its chinese variant which is much cheaper than global variant missing red club card neck band loudness bass build quality battery comfort,3,2,Fear,Sadness
absolutely loved it,1,1,Love,Love
